"GeneSymbol","Class","GeneSymbolClass"
"Mir103-2","miRNA","Mir103-2_miRNA"
"Rnf24","protein_coding","Rnf24_protein_coding"
"Gm14233","lncRNA","Gm14233_lncRNA"
"Snrpert","processed_pseudogene","Snrpert_processed_pseudogene"
"Gm22902","ribozyme","Gm22902_ribozyme"
"Gm14283","processed_pseudogene","Gm14283_processed_pseudogene"
"Gm14304","processed_pseudogene","Gm14304_processed_pseudogene"
"Smox","protein_coding","Smox_protein_coding"
"Adra1d","protein_coding","Adra1d_protein_coding"
"Gm14285","lncRNA","Gm14285_lncRNA"
"Gm14280","lncRNA","Gm14280_lncRNA"
"5330413P13Rik","lncRNA","5330413P13Rik_lncRNA"
"Gm14282","transcribed_processed_pseudogene","Gm14282_transcribed_processed_pseudogene"
"Gm14281","processed_pseudogene","Gm14281_processed_pseudogene"
"Erv3","protein_coding","Erv3_protein_coding"
"Lamr1-ps1","processed_pseudogene","Lamr1-ps1_processed_pseudogene"
"Prnp","protein_coding","Prnp_protein_coding"
"Prn","protein_coding","Prn_protein_coding"
"Prnd","protein_coding","Prnd_protein_coding"
"Rassf2","protein_coding","Rassf2_protein_coding"
"Slc23a2","protein_coding","Slc23a2_protein_coding"
"Gm14052","processed_pseudogene","Gm14052_processed_pseudogene"
"Gm14051","lncRNA","Gm14051_lncRNA"
"Tmem230","protein_coding","Tmem230_protein_coding"
"Pcna","protein_coding","Pcna_protein_coding"
"AV099323","lncRNA","AV099323_lncRNA"
"Cds2","protein_coding","Cds2_protein_coding"
"Prokr2","protein_coding","Prokr2_protein_coding"
"4921508D12Rik","lncRNA","4921508D12Rik_lncRNA"
"Gm14095","lncRNA","Gm14095_lncRNA"
"1700026D11Rik","lncRNA","1700026D11Rik_lncRNA"
"Gpcpd1","protein_coding","Gpcpd1_protein_coding"
"AU019990","lncRNA","AU019990_lncRNA"
"Rpl23a-ps4","processed_pseudogene","Rpl23a-ps4_processed_pseudogene"
"Gm14099","processed_pseudogene","Gm14099_processed_pseudogene"
"Gm14098","processed_pseudogene","Gm14098_processed_pseudogene"
"Shld1","protein_coding","Shld1_protein_coding"
"Gm14097","lncRNA","Gm14097_lncRNA"
"Gm22245","snRNA","Gm22245_snRNA"
"Chgb","protein_coding","Chgb_protein_coding"
"Trmt6","protein_coding","Trmt6_protein_coding"
"Mcm8","protein_coding","Mcm8_protein_coding"
"Gm14104","lncRNA","Gm14104_lncRNA"
"Crls1","protein_coding","Crls1_protein_coding"
"Lrrn4","protein_coding","Lrrn4_protein_coding"
"Fermt1","protein_coding","Fermt1_protein_coding"
"Gm14102","lncRNA","Gm14102_lncRNA"
"Gm14101","processed_pseudogene","Gm14101_processed_pseudogene"
"Gm25704","snRNA","Gm25704_snRNA"
"Gm14103","processed_pseudogene","Gm14103_processed_pseudogene"
"Gm14094","processed_pseudogene","Gm14094_processed_pseudogene"
"Gm27449","snRNA","Gm27449_snRNA"
"A430048G15Rik","lncRNA","A430048G15Rik_lncRNA"
"Gm14100","lncRNA","Gm14100_lncRNA"
"Bmp2","protein_coding","Bmp2_protein_coding"
"Mir3090","miRNA","Mir3090_miRNA"
"Gm25258","snRNA","Gm25258_snRNA"
"Hao1","protein_coding","Hao1_protein_coding"
"Tmx4","protein_coding","Tmx4_protein_coding"
"Gm14037","processed_pseudogene","Gm14037_processed_pseudogene"
"Gm14038","processed_pseudogene","Gm14038_processed_pseudogene"
"Plcb1","protein_coding","Plcb1_protein_coding"
"Gm14036","processed_pseudogene","Gm14036_processed_pseudogene"
"4930545L23Rik","lncRNA","4930545L23Rik_lncRNA"
"9630028H03Rik","lncRNA","9630028H03Rik_lncRNA"
"Platr3","lncRNA","Platr3_lncRNA"
"Plcb4","protein_coding","Plcb4_protein_coding"
"Gm14209","lncRNA","Gm14209_lncRNA"
"Gm14211","lncRNA","Gm14211_lncRNA"
"Gm14210","lncRNA","Gm14210_lncRNA"
"Gm26227","snRNA","Gm26227_snRNA"
"Lamp5","protein_coding","Lamp5_protein_coding"
"Pak7","protein_coding","Pak7_protein_coding"
"Gm14218","lncRNA","Gm14218_lncRNA"
"Gm14056","processed_pseudogene","Gm14056_processed_pseudogene"
"Gm14054","processed_pseudogene","Gm14054_processed_pseudogene"
"Ankef1","protein_coding","Ankef1_protein_coding"
"Gm36967","TEC","Gm36967_TEC"
"Snap25","protein_coding","Snap25_protein_coding"
"Gm14053","processed_pseudogene","Gm14053_processed_pseudogene"
"Mkks","protein_coding","Mkks_protein_coding"
"AL731706.1","protein_coding","AL731706.1_protein_coding"
"AL731706.2","protein_coding","AL731706.2_protein_coding"
"Slx4ip","protein_coding","Slx4ip_protein_coding"
"Jag1","protein_coding","Jag1_protein_coding"
"Gm28214","lncRNA","Gm28214_lncRNA"
"Gm14055","lncRNA","Gm14055_lncRNA"
"Gm14064","lncRNA","Gm14064_lncRNA"
"Gm14062","lncRNA","Gm14062_lncRNA"
"Btbd3","protein_coding","Btbd3_protein_coding"
"Gm14061","lncRNA","Gm14061_lncRNA"
"Mir1952","miRNA","Mir1952_miRNA"
"Gm14065","unprocessed_pseudogene","Gm14065_unprocessed_pseudogene"
"Gm14067","processed_pseudogene","Gm14067_processed_pseudogene"
"Gm14069","unprocessed_pseudogene","Gm14069_unprocessed_pseudogene"
"Gm14066","lncRNA","Gm14066_lncRNA"
"Gm14071","processed_pseudogene","Gm14071_processed_pseudogene"
"Sptlc3","protein_coding","Sptlc3_protein_coding"
"Gm27385","snRNA","Gm27385_snRNA"
"Ism1","protein_coding","Ism1_protein_coding"
"Tasp1","protein_coding","Tasp1_protein_coding"
"Gm14070","processed_pseudogene","Gm14070_processed_pseudogene"
"Rps19-ps7","processed_pseudogene","Rps19-ps7_processed_pseudogene"
"Gm14073","processed_pseudogene","Gm14073_processed_pseudogene"
"Esf1","protein_coding","Esf1_protein_coding"
"Gm17374","protein_coding","Gm17374_protein_coding"
"Ndufaf5","protein_coding","Ndufaf5_protein_coding"
"Sel1l2","protein_coding","Sel1l2_protein_coding"
"Macrod2","protein_coding","Macrod2_protein_coding"
"Gm23846","snRNA","Gm23846_snRNA"
"Flrt3","protein_coding","Flrt3_protein_coding"
"Calr-ps","processed_pseudogene","Calr-ps_processed_pseudogene"
"Zcchc9-ps","processed_pseudogene","Zcchc9-ps_processed_pseudogene"
"Macrod2os2","lncRNA","Macrod2os2_lncRNA"
"Macrod2os1","lncRNA","Macrod2os1_lncRNA"
"Gm25583","snRNA","Gm25583_snRNA"
"Fau-ps1","processed_pseudogene","Fau-ps1_processed_pseudogene"
"Gm23179","misc_RNA","Gm23179_misc_RNA"
"Rpl26-ps5","processed_pseudogene","Rpl26-ps5_processed_pseudogene"
"Rbmx2-ps","processed_pseudogene","Rbmx2-ps_processed_pseudogene"
"Kif16b","protein_coding","Kif16b_protein_coding"
"Gm22310","snoRNA","Gm22310_snoRNA"
"Kif16bos","lncRNA","Kif16bos_lncRNA"
"Snrpb2","protein_coding","Snrpb2_protein_coding"
"Otor","protein_coding","Otor_protein_coding"
"Gm14083","processed_pseudogene","Gm14083_processed_pseudogene"
"Gm14082","processed_pseudogene","Gm14082_processed_pseudogene"
"Gm11644","processed_pseudogene","Gm11644_processed_pseudogene"
"Gm11645","processed_pseudogene","Gm11645_processed_pseudogene"
"Pcsk2os1","lncRNA","Pcsk2os1_lncRNA"
"Pcsk2","protein_coding","Pcsk2_protein_coding"
"Pcsk2os2","lncRNA","Pcsk2os2_lncRNA"
"Bfsp1","protein_coding","Bfsp1_protein_coding"
"Rps13-ps6","processed_pseudogene","Rps13-ps6_processed_pseudogene"
"Gm11673","processed_pseudogene","Gm11673_processed_pseudogene"
"Gm11686","processed_pseudogene","Gm11686_processed_pseudogene"
"Dstn","protein_coding","Dstn_protein_coding"
"Rrbp1","protein_coding","Rrbp1_protein_coding"
"Banf2","protein_coding","Banf2_protein_coding"
"Banf2os","lncRNA","Banf2os_lncRNA"
"Gm5535","lncRNA","Gm5535_lncRNA"
"Gm11687","processed_pseudogene","Gm11687_processed_pseudogene"
"4930444E06Rik","lncRNA","4930444E06Rik_lncRNA"
"Snx5","protein_coding","Snx5_protein_coding"
"Gm11688","processed_pseudogene","Gm11688_processed_pseudogene"
"Gm26165","snoRNA","Gm26165_snoRNA"
"Snord17","snoRNA","Snord17_snoRNA"
"Mgme1","protein_coding","Mgme1_protein_coding"
"Ovol2","protein_coding","Ovol2_protein_coding"
"1700108N11Rik","lncRNA","1700108N11Rik_lncRNA"
"Gm11700","processed_pseudogene","Gm11700_processed_pseudogene"
"Gm11701","processed_pseudogene","Gm11701_processed_pseudogene"
"Kat14","protein_coding","Kat14_protein_coding"
"Pet117","protein_coding","Pet117_protein_coding"
"Zfp133-ps","transcribed_unitary_pseudogene","Zfp133-ps_transcribed_unitary_pseudogene"
"Dzank1","protein_coding","Dzank1_protein_coding"
"Polr3f","protein_coding","Polr3f_protein_coding"
"Rbbp9","protein_coding","Rbbp9_protein_coding"
"Sec23b","protein_coding","Sec23b_protein_coding"
"Smim26","protein_coding","Smim26_protein_coding"
"Dtd1","protein_coding","Dtd1_protein_coding"
"Gm24823","miRNA","Gm24823_miRNA"
"Gm11743","processed_pseudogene","Gm11743_processed_pseudogene"
"Scp2d1","protein_coding","Scp2d1_protein_coding"
"Gm11746","processed_pseudogene","Gm11746_processed_pseudogene"
"Slc24a3","protein_coding","Slc24a3_protein_coding"
"Gm14093","lncRNA","Gm14093_lncRNA"
"Gm22731","rRNA","Gm22731_rRNA"
"Gm22390","misc_RNA","Gm22390_misc_RNA"
"Gm11759","processed_pseudogene","Gm11759_processed_pseudogene"
"Gm14092","lncRNA","Gm14092_lncRNA"
"Rin2","protein_coding","Rin2_protein_coding"
"Gm11763","processed_pseudogene","Gm11763_processed_pseudogene"
"Gm25026","miRNA","Gm25026_miRNA"
"Gm11764","processed_pseudogene","Gm11764_processed_pseudogene"
"Naa20","protein_coding","Naa20_protein_coding"
"Crnkl1","protein_coding","Crnkl1_protein_coding"
"Cfap61","protein_coding","Cfap61_protein_coding"
"Insm1","protein_coding","Insm1_protein_coding"
"Ralgapa2","protein_coding","Ralgapa2_protein_coding"
"A930019D19Rik","lncRNA","A930019D19Rik_lncRNA"
"Gm14117","processed_pseudogene","Gm14117_processed_pseudogene"
"4933406D12Rik","lncRNA","4933406D12Rik_lncRNA"
"Gm14111","processed_pseudogene","Gm14111_processed_pseudogene"
"Gm14114","lncRNA","Gm14114_lncRNA"
"Kiz","protein_coding","Kiz_protein_coding"
"Xrn2","protein_coding","Xrn2_protein_coding"
"Nkx2-4","protein_coding","Nkx2-4_protein_coding"
"Gm14116","processed_pseudogene","Gm14116_processed_pseudogene"
"Nkx2-2","protein_coding","Nkx2-2_protein_coding"
"6430503K07Rik","lncRNA","6430503K07Rik_lncRNA"
"Gm22261","misc_RNA","Gm22261_misc_RNA"
"Gm14115","processed_pseudogene","Gm14115_processed_pseudogene"
"Gm14113","processed_pseudogene","Gm14113_processed_pseudogene"
"Gm14110","lncRNA","Gm14110_lncRNA"
"AI646519","lncRNA","AI646519_lncRNA"
"Pax1","protein_coding","Pax1_protein_coding"
"Gm14109","processed_pseudogene","Gm14109_processed_pseudogene"
"Gm14107","processed_pseudogene","Gm14107_processed_pseudogene"
"Gm14106","processed_pseudogene","Gm14106_processed_pseudogene"
"A530006G24Rik","lncRNA","A530006G24Rik_lncRNA"
"Gm25516","snRNA","Gm25516_snRNA"
"9030622O22Rik","lncRNA","9030622O22Rik_lncRNA"
"Foxa2","protein_coding","Foxa2_protein_coding"
"Gm27420","miRNA","Gm27420_miRNA"
"Gm14108","processed_pseudogene","Gm14108_processed_pseudogene"
"Gm24221","snoRNA","Gm24221_snoRNA"
"Sstr4","protein_coding","Sstr4_protein_coding"
"Thbd","protein_coding","Thbd_protein_coding"
"Gm14119","processed_pseudogene","Gm14119_processed_pseudogene"
"Cd93","protein_coding","Cd93_protein_coding"
"Gm14120","lncRNA","Gm14120_lncRNA"
"Gm25866","snoRNA","Gm25866_snoRNA"
"Nxt1","protein_coding","Nxt1_protein_coding"
"Gzf1","protein_coding","Gzf1_protein_coding"
"Napb","protein_coding","Napb_protein_coding"
"Cstl1","protein_coding","Cstl1_protein_coding"
"Cst11","protein_coding","Cst11_protein_coding"
"Cstdc1","protein_coding","Cstdc1_protein_coding"
"Cst12","protein_coding","Cst12_protein_coding"
"Cst8","protein_coding","Cst8_protein_coding"
"Cst13","protein_coding","Cst13_protein_coding"
"Cst9","protein_coding","Cst9_protein_coding"
"Cstdc2","protein_coding","Cstdc2_protein_coding"
"Cst3","protein_coding","Cst3_protein_coding"
"Gm38221","TEC","Gm38221_TEC"
"Gm14129","unprocessed_pseudogene","Gm14129_unprocessed_pseudogene"
"Gm1330","protein_coding","Gm1330_protein_coding"
"Gm10750","TEC","Gm10750_TEC"
"Gm14135","lncRNA","Gm14135_lncRNA"
"Gm14132","processed_pseudogene","Gm14132_processed_pseudogene"
"Gm14131","processed_pseudogene","Gm14131_processed_pseudogene"
"Cst10","protein_coding","Cst10_protein_coding"
"Gm24551","snoRNA","Gm24551_snoRNA"
"Gm14130","processed_pseudogene","Gm14130_processed_pseudogene"
"Gm14133","lncRNA","Gm14133_lncRNA"
"C530025M09Rik","lncRNA","C530025M09Rik_lncRNA"
"Syndig1","protein_coding","Syndig1_protein_coding"
"Gm14140","processed_pseudogene","Gm14140_processed_pseudogene"
"Zfp120","protein_coding","Zfp120_protein_coding"
"Gm10770","protein_coding","Gm10770_protein_coding"
"Gm14139","protein_coding","Gm14139_protein_coding"
"Zfp937","protein_coding","Zfp937_protein_coding"
"Gm21994","protein_coding","Gm21994_protein_coding"
"Gm14124","protein_coding","Gm14124_protein_coding"
"Gm14125","transcribed_processed_pseudogene","Gm14125_transcribed_processed_pseudogene"
"3300002I08Rik","protein_coding","3300002I08Rik_protein_coding"
"Gm10130","protein_coding","Gm10130_protein_coding"
"Gm14126","processed_pseudogene","Gm14126_processed_pseudogene"
"Gm14122","processed_pseudogene","Gm14122_processed_pseudogene"
"Zfp442","protein_coding","Zfp442_protein_coding"
"Gm14127","processed_pseudogene","Gm14127_processed_pseudogene"
"Zfp345","protein_coding","Zfp345_protein_coding"
"Gm14121","transcribed_processed_pseudogene","Gm14121_transcribed_processed_pseudogene"
"Gm14128","processed_pseudogene","Gm14128_processed_pseudogene"
"Cst7","protein_coding","Cst7_protein_coding"
"Apmap","protein_coding","Apmap_protein_coding"
"Gm14123","lncRNA","Gm14123_lncRNA"
"Acss1","protein_coding","Acss1_protein_coding"
"E130215H24Rik","lncRNA","E130215H24Rik_lncRNA"
"Vsx1","protein_coding","Vsx1_protein_coding"
"Platr15","lncRNA","Platr15_lncRNA"
"Gm28450","lncRNA","Gm28450_lncRNA"
"Gm26681","lncRNA","Gm26681_lncRNA"
"Entpd6","protein_coding","Entpd6_protein_coding"
"Pygb","protein_coding","Pygb_protein_coding"
"Abhd12","protein_coding","Abhd12_protein_coding"
"Gm23598","snoRNA","Gm23598_snoRNA"
"Gins1","protein_coding","Gins1_protein_coding"
"Gm14143","processed_pseudogene","Gm14143_processed_pseudogene"
"Ninl","protein_coding","Ninl_protein_coding"
"Gm14142","processed_pseudogene","Gm14142_processed_pseudogene"
"Gm14141","processed_pseudogene","Gm14141_processed_pseudogene"
"Nanp","protein_coding","Nanp_protein_coding"
"Gm22187","snoRNA","Gm22187_snoRNA"
"Gm24199","snoRNA","Gm24199_snoRNA"
"Gm14151","protein_coding","Gm14151_protein_coding"
"Gm14147","protein_coding","Gm14147_protein_coding"
"Gm14145","lncRNA","Gm14145_lncRNA"
"Gm22517","snoRNA","Gm22517_snoRNA"
"Gm14149","lncRNA","Gm14149_lncRNA"
"Gm14144","lncRNA","Gm14144_lncRNA"
"Gm23005","snoRNA","Gm23005_snoRNA"
"Gm24077","snoRNA","Gm24077_snoRNA"
"4930442J19Rik","lncRNA","4930442J19Rik_lncRNA"
"Gm23261","snoRNA","Gm23261_snoRNA"
"Gm14148","processed_pseudogene","Gm14148_processed_pseudogene"
"Gm14152","lncRNA","Gm14152_lncRNA"
"Gm24868","snoRNA","Gm24868_snoRNA"
"Gm14150","processed_pseudogene","Gm14150_processed_pseudogene"
"Gm14146","lncRNA","Gm14146_lncRNA"
"4921509C19Rik","protein_coding","4921509C19Rik_protein_coding"
"Nsfl1c","protein_coding","Nsfl1c_protein_coding"
"Gm14167","lncRNA","Gm14167_lncRNA"
"Fkbp1a","protein_coding","Fkbp1a_protein_coding"
"Sdcbp2","protein_coding","Sdcbp2_protein_coding"
"Snph","protein_coding","Snph_protein_coding"
"Rad21l","protein_coding","Rad21l_protein_coding"
"Tmem74bos","protein_coding","Tmem74bos_protein_coding"
"Gm14159","processed_pseudogene","Gm14159_processed_pseudogene"
"Tmem74b","protein_coding","Tmem74b_protein_coding"
"Psmf1","protein_coding","Psmf1_protein_coding"
"4930556L07Rik","lncRNA","4930556L07Rik_lncRNA"
"Gm14153","processed_pseudogene","Gm14153_processed_pseudogene"
"Gm14155","lncRNA","Gm14155_lncRNA"
"Rspo4","protein_coding","Rspo4_protein_coding"
"Rspo4os","lncRNA","Rspo4os_lncRNA"
"Angpt4","protein_coding","Angpt4_protein_coding"
"Gm14154","lncRNA","Gm14154_lncRNA"
"Mir1953","miRNA","Mir1953_miRNA"
"Fam110a","protein_coding","Fam110a_protein_coding"
"Slc52a3","protein_coding","Slc52a3_protein_coding"
"AA387200","lncRNA","AA387200_lncRNA"
"Scrt2","protein_coding","Scrt2_protein_coding"
"Srxn1","protein_coding","Srxn1_protein_coding"
"Tcf15","protein_coding","Tcf15_protein_coding"
"Rps15a-ps7","processed_pseudogene","Rps15a-ps7_processed_pseudogene"
"Csnk2a1","protein_coding","Csnk2a1_protein_coding"
"Tbc1d20","protein_coding","Tbc1d20_protein_coding"
"Rbck1","protein_coding","Rbck1_protein_coding"
"Trib3","protein_coding","Trib3_protein_coding"
"Gm14164","lncRNA","Gm14164_lncRNA"
"Gm14165","processed_pseudogene","Gm14165_processed_pseudogene"
"Nrsn2","protein_coding","Nrsn2_protein_coding"
"Sox12","protein_coding","Sox12_protein_coding"
"Zcchc3","protein_coding","Zcchc3_protein_coding"
"6820408C15Rik","protein_coding","6820408C15Rik_protein_coding"
"Gm27343","snRNA","Gm27343_snRNA"
"Gm14158","processed_pseudogene","Gm14158_processed_pseudogene"
"Defb23","protein_coding","Defb23_protein_coding"
"Gm14156","processed_pseudogene","Gm14156_processed_pseudogene"
"Defb20","protein_coding","Defb20_protein_coding"
"Defb22","protein_coding","Defb22_protein_coding"
"Defb26","protein_coding","Defb26_protein_coding"
"Defb28","protein_coding","Defb28_protein_coding"
"Defb29","protein_coding","Defb29_protein_coding"
"Gm14161","lncRNA","Gm14161_lncRNA"
"Gm17416","protein_coding","Gm17416_protein_coding"
"Defb21","protein_coding","Defb21_protein_coding"
"Defb19","protein_coding","Defb19_protein_coding"
"Defb45","protein_coding","Defb45_protein_coding"
"Defb36","protein_coding","Defb36_protein_coding"
"Gm14163","processed_pseudogene","Gm14163_processed_pseudogene"
"Defb25","protein_coding","Defb25_protein_coding"
"Rem1","protein_coding","Rem1_protein_coding"
"1700030C14Rik","lncRNA","1700030C14Rik_lncRNA"
"H13","protein_coding","H13_protein_coding"
"Mcts2","protein_coding","Mcts2_protein_coding"
"Gm26841","lncRNA","Gm26841_lncRNA"
"Id1","protein_coding","Id1_protein_coding"
"Gm14162","processed_pseudogene","Gm14162_processed_pseudogene"
"Cox4i2","protein_coding","Cox4i2_protein_coding"
"Gm23802","miRNA","Gm23802_miRNA"
"Bcl2l1","protein_coding","Bcl2l1_protein_coding"
"Tpx2","protein_coding","Tpx2_protein_coding"
"Mir5622","miRNA","Mir5622_miRNA"
"Mylk2","protein_coding","Mylk2_protein_coding"
"Foxs1","protein_coding","Foxs1_protein_coding"
"Dusp15","protein_coding","Dusp15_protein_coding"
"Ttll9","protein_coding","Ttll9_protein_coding"
"Gm14199","lncRNA","Gm14199_lncRNA"
"Pdrg1","protein_coding","Pdrg1_protein_coding"
"Xkr7","protein_coding","Xkr7_protein_coding"
"Ccm2l","protein_coding","Ccm2l_protein_coding"
"Hck","protein_coding","Hck_protein_coding"
"Gm25643","snRNA","Gm25643_snRNA"
"Tm9sf4","protein_coding","Tm9sf4_protein_coding"
"Tspyl3","protein_coding","Tspyl3_protein_coding"
"Plagl2","protein_coding","Plagl2_protein_coding"
"Pofut1","protein_coding","Pofut1_protein_coding"
"Kif3b","protein_coding","Kif3b_protein_coding"
"2500004C02Rik","lncRNA","2500004C02Rik_lncRNA"
"Asxl1","protein_coding","Asxl1_protein_coding"
"Nol4l","protein_coding","Nol4l_protein_coding"
"Gm14472","processed_pseudogene","Gm14472_processed_pseudogene"
"4930404H24Rik","protein_coding","4930404H24Rik_protein_coding"
"Commd7","protein_coding","Commd7_protein_coding"
"Dnmt3bos","lncRNA","Dnmt3bos_lncRNA"
"Dnmt3b","protein_coding","Dnmt3b_protein_coding"
"Dnmt3c","protein_coding","Dnmt3c_protein_coding"
"Mapre1","protein_coding","Mapre1_protein_coding"
"Efcab8","protein_coding","Efcab8_protein_coding"
"Gm14494","processed_pseudogene","Gm14494_processed_pseudogene"
"Sun5","protein_coding","Sun5_protein_coding"
"Bpifb2","protein_coding","Bpifb2_protein_coding"
"Bpifb6","protein_coding","Bpifb6_protein_coding"
"Bpifb3","protein_coding","Bpifb3_protein_coding"
"Bpifb4","protein_coding","Bpifb4_protein_coding"
"Bpifa6","protein_coding","Bpifa6_protein_coding"
"Bpifa2","protein_coding","Bpifa2_protein_coding"
"Gm21850","unprocessed_pseudogene","Gm21850_unprocessed_pseudogene"
"Gm14497","processed_pseudogene","Gm14497_processed_pseudogene"
"Bpifa3","protein_coding","Bpifa3_protein_coding"
"Bpifa1","protein_coding","Bpifa1_protein_coding"
"Bpifa5","protein_coding","Bpifa5_protein_coding"
"Bpifb1","protein_coding","Bpifb1_protein_coding"
"Bpifb5","protein_coding","Bpifb5_protein_coding"
"Bpifb9a","protein_coding","Bpifb9a_protein_coding"
"Gm14197","processed_pseudogene","Gm14197_processed_pseudogene"
"Bpifb9b","protein_coding","Bpifb9b_protein_coding"
"Cdk5rap1","protein_coding","Cdk5rap1_protein_coding"
"Snta1","protein_coding","Snta1_protein_coding"
"Cbfa2t2","protein_coding","Cbfa2t2_protein_coding"
"Necab3","protein_coding","Necab3_protein_coding"
"1700003F12Rik","protein_coding","1700003F12Rik_protein_coding"
"Actl10","protein_coding","Actl10_protein_coding"
"E2f1","protein_coding","E2f1_protein_coding"
"Pxmp4","protein_coding","Pxmp4_protein_coding"
"4930519P11Rik","lncRNA","4930519P11Rik_lncRNA"
"Zfp341","protein_coding","Zfp341_protein_coding"
"Gm14198","lncRNA","Gm14198_lncRNA"
"Chmp4b","protein_coding","Chmp4b_protein_coding"
"Rpl5-ps2","processed_pseudogene","Rpl5-ps2_processed_pseudogene"
"Gm14215","processed_pseudogene","Gm14215_processed_pseudogene"
"Gm14216","lncRNA","Gm14216_lncRNA"
"Gm14214","protein_coding","Gm14214_protein_coding"
"Raly","protein_coding","Raly_protein_coding"
"a","protein_coding","a_protein_coding"
"Eif2s2","protein_coding","Eif2s2_protein_coding"
"Gm14226","protein_coding","Gm14226_protein_coding"
"Ahcy","protein_coding","Ahcy_protein_coding"
"Gm45609","lncRNA","Gm45609_lncRNA"
"2310005A03Rik","lncRNA","2310005A03Rik_lncRNA"
"Itch","protein_coding","Itch_protein_coding"
"Gm14227","processed_pseudogene","Gm14227_processed_pseudogene"
"Dynlrb1","protein_coding","Dynlrb1_protein_coding"
"Map1lc3a","protein_coding","Map1lc3a_protein_coding"
"Pigu","protein_coding","Pigu_protein_coding"
"Mir695","miRNA","Mir695_miRNA"
"Trp53inp2","protein_coding","Trp53inp2_protein_coding"
"Ncoa6","protein_coding","Ncoa6_protein_coding"
"Gm14239","processed_pseudogene","Gm14239_processed_pseudogene"
"Gm14238","processed_pseudogene","Gm14238_processed_pseudogene"
"Ggt7","protein_coding","Ggt7_protein_coding"
"Acss2","protein_coding","Acss2_protein_coding"
"Mipep-ps","processed_pseudogene","Mipep-ps_processed_pseudogene"
"Gm20637","processed_pseudogene","Gm20637_processed_pseudogene"
"Acss2os","lncRNA","Acss2os_lncRNA"
"Gss","protein_coding","Gss_protein_coding"
"Gssos2","lncRNA","Gssos2_lncRNA"
"Gssos1","lncRNA","Gssos1_lncRNA"
"Gm14257","lncRNA","Gm14257_lncRNA"
"Myh7b","protein_coding","Myh7b_protein_coding"
"Mir499","miRNA","Mir499_miRNA"
"Trpc4ap","protein_coding","Trpc4ap_protein_coding"
"Gm22334","snoRNA","Gm22334_snoRNA"
"Edem2","protein_coding","Edem2_protein_coding"
"Gm17581","protein_coding","Gm17581_protein_coding"
"Procr","protein_coding","Procr_protein_coding"
"Mmp24","protein_coding","Mmp24_protein_coding"
"BC029722","protein_coding","BC029722_protein_coding"
"Eif6","protein_coding","Eif6_protein_coding"
"Gm16098","lncRNA","Gm16098_lncRNA"
"Fam83c","protein_coding","Fam83c_protein_coding"
"Uqcc1","protein_coding","Uqcc1_protein_coding"
"Gm15557","protein_coding","Gm15557_protein_coding"
"Gdf5","protein_coding","Gdf5_protein_coding"
"Cep250","protein_coding","Cep250_protein_coding"
"6430550D23Rik","protein_coding","6430550D23Rik_protein_coding"
"Ergic3","protein_coding","Ergic3_protein_coding"
"Fer1l4","protein_coding","Fer1l4_protein_coding"
"Gm14240","processed_pseudogene","Gm14240_processed_pseudogene"
"Spag4","protein_coding","Spag4_protein_coding"
"Cpne1","protein_coding","Cpne1_protein_coding"
"Gm28036","protein_coding","Gm28036_protein_coding"
"Gm37274","TEC","Gm37274_TEC"
"Rbm12","protein_coding","Rbm12_protein_coding"
"Nfs1","protein_coding","Nfs1_protein_coding"
"Romo1","protein_coding","Romo1_protein_coding"
"Rbm39","protein_coding","Rbm39_protein_coding"
"Phf20","protein_coding","Phf20_protein_coding"
"Scand1","protein_coding","Scand1_protein_coding"
"Cnbd2","protein_coding","Cnbd2_protein_coding"
"Gm14251","processed_pseudogene","Gm14251_processed_pseudogene"
"Gm22759","miRNA","Gm22759_miRNA"
"Gm14252","lncRNA","Gm14252_lncRNA"
"Gm14253","processed_pseudogene","Gm14253_processed_pseudogene"
"Gm14170","lncRNA","Gm14170_lncRNA"
"Gm22316","misc_RNA","Gm22316_misc_RNA"
"Rpl21-ps9","processed_pseudogene","Rpl21-ps9_processed_pseudogene"
"2900097C17Rik","lncRNA","2900097C17Rik_lncRNA"
"Gm14173","processed_pseudogene","Gm14173_processed_pseudogene"
"Gm22758","miRNA","Gm22758_miRNA"
"Epb41l1","protein_coding","Epb41l1_protein_coding"
"Gm14225","lncRNA","Gm14225_lncRNA"
"Gm14224","lncRNA","Gm14224_lncRNA"
"Aar2","protein_coding","Aar2_protein_coding"
"Gm14168","lncRNA","Gm14168_lncRNA"
"Gm14169","lncRNA","Gm14169_lncRNA"
"Dlgap4","protein_coding","Dlgap4_protein_coding"
"Gm14174","lncRNA","Gm14174_lncRNA"
"Gm14172","processed_pseudogene","Gm14172_processed_pseudogene"
"4930405A21Rik","lncRNA","4930405A21Rik_lncRNA"
"Myl9","protein_coding","Myl9_protein_coding"
"Gm14231","processed_pseudogene","Gm14231_processed_pseudogene"
"Gm14230","lncRNA","Gm14230_lncRNA"
"Tgif2","protein_coding","Tgif2_protein_coding"
"5430405H02Rik","lncRNA","5430405H02Rik_lncRNA"
"Gm37790","TEC","Gm37790_TEC"
"4930518I15Rik","TEC","4930518I15Rik_TEC"
"Gm27651","misc_RNA","Gm27651_misc_RNA"
"Rab5if","protein_coding","Rab5if_protein_coding"
"Sla2","protein_coding","Sla2_protein_coding"
